razotajs,marka,gads,dzinejs,tilpums,nobraukums,cena,apraksts,bilde,saite
Volvo,Volvo XC 90,2006,Dīzelis,2.4,236,5100,"Tikko veikta tehniskā apskate   Jārēķinās, ka auto nav jauns un uz tā va",https://i.ss.lv/gallery/4/776/193927/38785352.th2.jpg,/msg/lv/transport/cars/volvo/xc90/flend.html
Bmw,Bmw 330,2018,Dīzelis,3.0,40,25700,"First Auto / BMW 330d Edition Sport Line, 3.0d - 190 kw / 258 zs  Auto t",https://i.ss.lv/gallery/4/760/189809/37961756.th2.jpg,/msg/lv/transport/cars/bmw/330/dcnpn.html
Audi,Audi A4,2005,Dīzelis,2.5,300,2150,"Audi A4, Līzinga kompānija, pārdod iepriekš lietotu automašīnu:    Marka",https://i.ss.lv/gallery/4/773/193019/38603774.th2.jpg,/msg/lv/transport/cars/audi/a4/aaobj.html
Kia,Kia Sorento,2006,Dīzelis,2.5,336,1550,"Kia Sorento, Līzinga kompānija, pārdod iepriekš lietotu automašīnu:    M",https://i.ss.lv/gallery/4/748/186778/37355447.th2.jpg,/msg/lv/transport/cars/kia/sorento/hcxdc.html
Bmw,Bmw X5,2003,Dīzelis,3.0,440,2950,"BMW X5, Līzinga kompānija, pārdod iepriekš lietotu automašīnu:    Marka,",https://i.ss.lv/gallery/4/717/179044/35808616.th2.jpg,/msg/lv/transport/cars/bmw/x5/biipj.html
Volkswagen,Volkswagen Passat (B5),2000,Dīzelis,1.9,332,1600,Pārdodu Passat B5 1.9 PD 102 kw 2000 gada ar manuālo 6 ātrumu kārbu. Maš,https://i.ss.lv/gallery/4/776/193944/38788750.th2.jpg,/msg/lv/transport/cars/volkswagen/passat-b5/nkonh.html
Volvo,Volvo C30,2011,Dīzelis,1.6,245,5000,"Ipasniece pardot Volvo C30, 1.6 dizelis R-Desing mehaniska-6atrumi.   Lo",https://i.ss.lv/gallery/4/776/193944/38788700.th2.jpg,/msg/lv/transport/cars/volvo/c30/bpcjpj.html
Mercedes,Mercedes E220,2016,Dīzelis,2.0,117,18990,Pārdodu Mercedes E220 2.0 Dīzelis 143kW     Melns ādas salons   Sēdekļu ,https://i.ss.lv/gallery/4/763/190542/38108321.th2.jpg,/msg/lv/transport/cars/mercedes/e220/bkfjb.html
Bmw,Bmw X3,2011,Dīzelis,2.0,211,13000,BMW X3 xDrive 2.0d 135kw  Premium-komplektācija .   Auto atvests no Švei,https://i.ss.lv/gallery/4/755/188525/37704886.th2.jpg,/msg/lv/transport/cars/bmw/x3/bnmbml.html
Audi,Audi A4,2003,Benzīns,2.0,299,2050,"Tikko izieta TA / 2.0i 96kw, 131zs/ Mehānika    Vizuālais un tehniskais ",https://i.ss.lv/gallery/4/776/193938/38787417.th2.jpg,/msg/lv/transport/cars/audi/a4/gfifo.html
Toyota,Toyota RAV 4,2007,Dīzelis,2.2,177,6900,Toyota Rav4 D-4D 136kW  Sol-komplektācija.   Auto atvests no Šveices un ,https://i.ss.lv/gallery/4/755/188555/37710873.th2.jpg,/msg/lv/transport/cars/toyota/rav-4/hdilo.html
Volkswagen,Volkswagen Golf Sportsvan,2014,Benzīns,1.4,85,13200,VW Golf Sprtsvan   Highline-komplektācij a.   Automāts.   Auto atvests n,https://i.ss.lv/gallery/4/760/189834/37966616.th2.jpg,/msg/lv/transport/cars/volkswagen/golf-sportsvan/cxemgj.html
Bmw,Bmw X5,2007,Dīzelis,3.0,156,9990,Pārdodu BMW X5 3.0 Dīzelis 155Kw  Divjoslu Klimatkontrole  Sēdekļu Apsil,https://i.ss.lv/gallery/4/762/190443/38088467.th2.jpg,/msg/lv/transport/cars/bmw/x5/bfbxnd.html
Volkswagen,Volkswagen Passat (B3),1993,Benzīns,2.0,260,700,"Pārdodu VW passat b3. Auto ieguldījumus neprasa, sēdies un brauc. Ir āķi",https://i.ss.lv/gallery/4/776/193944/38788682.th2.jpg,/msg/lv/transport/cars/volkswagen/passat-b3/nlhne.html
Peugeot,Peugeot 307,2007,Dīzelis,1.6,301,1990,1.6 Hdi 80 kW. Tех. осмотр до 26.10.2021 без повтора  - в Латвии в одних,https://i.ss.lv/gallery/4/776/193917/38783379.th2.jpg,/msg/lv/transport/cars/peugeot/307/doexd.html
Audi,Audi A4,2012,Dīzelis,3.0,187,12200,"S- Line, Facelift. Brūnā āda, Audi A4 3.0Tdi 150kw automātiskā ātrumkārb",https://i.ss.lv/gallery/4/776/193943/38788480.th2.jpg,/msg/lv/transport/cars/audi/a4/hfmbd.html
Bmw,Bmw X5,2002,Benzīns,3.0,296,3990,Pārdodu BMW X5 3.0 Benzīns/ Gāze 170Kw  Realam pircejam iziesim jaunu te,https://i.ss.lv/gallery/4/763/190542/38108205.th2.jpg,/msg/lv/transport/cars/bmw/x5/bifkhc.html
Volkswagen,Volkswagen Golf 3,1996,Benzīns,1.4,204,1100,200Eur Pirmā iemaksa. Tikko no vācijas uz nomaksu bez banku starpniecība,https://i.ss.lv/gallery/4/726/181304/36260607.th2.jpg,/msg/lv/transport/cars/volkswagen/golf-3/akjme.html
Mercedes,Mercedes Sprinter,2004,Dīzelis,2.2,468,2299,"Sprinter 208, H1L1, 2 riepu komplekti ar diskiem, ar āķi, 2 atslēgas. Pā",https://i.ss.lv/gallery/4/767/191682/38336204.th2.jpg,/msg/lv/transport/cars/mercedes/sprinter/bxlonj.html
Skoda,Skoda Octavia,2007,Dīzelis,2.0,261,4200,"Pārdod Škoda Scout. Ekonomisks, izturīgs un lēts ekspluatācijā. Palielin",https://i.ss.lv/gallery/4/776/193944/38788650.th2.jpg,/msg/lv/transport/cars/skoda/octavia/eihbj.html
Opel,Opel Vivaro,2011,Dīzelis,2.0,370,7200,Пассажирский микроавтобус 9 мест. Отличное состояние. Два комплекта рези,https://i.ss.lv/gallery/4/767/191711/38342009.th2.jpg,/msg/lv/transport/cars/opel/vivaro/bckfcg.html
Hyundai,Hyundai i20,2016,Benzīns,1.4,46,10000,Pārdodu sev ļoti mīļu auto Hyundai i20 Active 1.4 Mpi Active Comfort AT ,https://i.ss.lv/gallery/4/768/191796/38359161.th2.jpg,/msg/lv/transport/cars/hyundai/i20/cxgdpb.html
Volvo,Volvo V40,1996,Benzīns,2.0,340,850,"Продаю В Связи С Покупкой Другой А/м, состояние хорошее, ( все делалось ",https://i.ss.lv/gallery/4/776/193943/38788456.th2.jpg,/msg/lv/transport/cars/volvo/v40/gdhki.html
Volkswagen,Volkswagen Golf 4,2000,Dīzelis,1.9,226,2290,Vw Golf 4 1.9 Dīzelis 66Kw. Vecais labais sūkņa dzinējs  5 Ātrumu manuāl,https://i.ss.lv/gallery/4/770/192475/38494818.th2.jpg,/msg/lv/transport/cars/volkswagen/golf-4/fhemf.html
Volkswagen,Volkswagen Tiguan,2010,Dīzelis,2.0,153,7850,"VW Tiguan 2, 0Tdi 4Motion (4X4) / dīzelis/ 100 Kw/ 140 Hp & Z. S/pirmā r",https://i.ss.lv/gallery/4/745/186036/37207129.th2.jpg,/msg/lv/transport/cars/volkswagen/tiguan/biofdl.html
Renault,Renault Megane,2018,Dīzelis,1.5,193,11950,"VL Cars pārdod/Renault Megane Bose. Automāts. Pilnākā komplektācija, tik",https://i.ss.lv/gallery/4/767/191693/38338535.th2.jpg,/msg/lv/transport/cars/renault/megane/bcmem.html
Fiat,Fiat 500,2015,Dīzelis,1.3,178,8650,"VL Cars pārdod/ Fiat 500 L, Living, automāts, tikko no Vācijas, TA, piln",https://i.ss.lv/gallery/4/767/191693/38338557.th2.jpg,/msg/lv/transport/cars/fiat/500/blofjo.html
Bmw,Bmw X3,2019,Dīzelis,2.0,78,37300,AS Wess Select pārdod - BMW X3 xDrive 20d / 2019.g. / 77 792 Km    Krāsa,https://i.ss.lv/gallery/4/776/193942/38788286.th2.jpg,/msg/lv/transport/cars/bmw/x3/bpmlkh.html
Ford,Ford Fiesta,2007,Dīzelis,1.4,209,1400,"Машина в хорошем состояние , есть второй комплект резины .",https://i.ss.lv/gallery/4/768/191796/38359014.th2.jpg,/msg/lv/transport/cars/ford/fiesta/fnnkg.html
Volkswagen,Volkswagen Passat (B6),2006,Dīzelis,2.0,256,3490,"2.0 Dizel, Automātiskā ātrumkārba, klimatkontrole, apsildāmie sēdekļi, X",https://i.ss.lv/gallery/4/776/193933/38786596.th2.jpg,/msg/lv/transport/cars/volkswagen/passat-b6/nkmxf.html
Volvo,Volvo XC 90,2006,Benzīns,2.5,298,5900,Volvo Xc90 2.5i - 154kw/210zs - Ocean Race - 4x4 - 7 vietas - Navigācija,https://i.ss.lv/gallery/4/776/193942/38788344.th2.jpg,/msg/lv/transport/cars/volvo/xc90/bicxgi.html
Volvo,Volvo XC 70,2007,Dīzelis,2.4,312,4150,"Pārdodas labs Volvo Xc70, jo tiku pie jauna auto. Ir daudz detaļas nomai",https://i.ss.lv/gallery/4/770/192488/38497495.th2.jpg,/msg/lv/transport/cars/volvo/xc70/bcmpm.html
Volvo,Volvo XC 90,2003,Benzīns,2.5,370,5300,Volvo Xc90 2.5T benzins/gaze,https://i.ss.lv/gallery/4/776/193917/38783296.th2.jpg,/msg/lv/transport/cars/volvo/xc90/geile.html
Opel,Opel Frontera Sport,2001,Dīzelis,2.2,160,1000,Anglis. Sīkāk pa telefonu.,https://i.ss.lv/gallery/4/776/193941/38788027.th2.jpg,/msg/lv/transport/cars/opel/frontera-sport/fhoip.html
Honda,Honda Cr-v,2005,Dīzelis,2.2,304,2000,Дефект двигателя машина не заводится. Визуально в хорошем состоянии. До ,https://i.ss.lv/gallery/4/776/193942/38788272.th2.jpg,/msg/lv/transport/cars/honda/cr-v/aagef.html
Skoda,Skoda Octavia,2016,Dīzelis,2.0,155,10100,"Tiek tirgota Škoda Octavia ļoti labā tehniskā un vizuālā stāvoklī, jauna",https://i.ss.lv/gallery/4/750/187439/37487735.th2.jpg,/msg/lv/transport/cars/skoda/octavia/eedgh.html
Honda,Honda Cr-v,1999,Benzīns,2.0,295,1390,"2.0i Automāts, ādas sēdekļi, lietie diski, stereo, jumta reliņi.     Vai",https://i.ss.lv/gallery/4/775/193666/38733159.th2.jpg,/msg/lv/transport/cars/honda/cr-v/cbjho.html
Bmw,Bmw X5,2016,Dīzelis,3.0,113,42000,"BMW X5 M50D. 2016. gada. 3.0l dīzelis, 280 Kw (381 Hp).      - 360 grādu",https://i.ss.lv/gallery/4/767/191556/38311077.th2.jpg,/msg/lv/transport/cars/bmw/x5/bfedxb.html
Land Rover,Land Rover Range Rover,2015,Dīzelis,3.0,157,47500,"Land Rover Range Rover Long Autobiography. 2015. gada. 3.0l dīzelis, 190",https://i.ss.lv/gallery/4/767/191645/38328951.th2.jpg,/msg/lv/transport/cars/land-rover/range-rover/bcedh.html
Mini,Mini Countryman,2014,Dīzelis,1.6,130,10200,"Tirgo saimnieks. Esmu 2.saimnieks, īsts nobraukums 129 345km pierādāms C",https://i.ss.lv/gallery/4/776/193941/38788124.th2.jpg,/msg/lv/transport/cars/mini/countryman/cxfflc.html
Mercedes,Mercedes C180,2008,Benzīns,1.8,141,6900,Продается Mercedes 180 в отличном техническом состоянии. Автомобиль ухож,https://i.ss.lv/gallery/4/717/179110/35821846.th2.jpg,/msg/lv/transport/cars/mercedes/c180/bdkpo.html
Volvo,Volvo XC 60,2013,Dīzelis,2.0,113,15900,Volvo Xc60 D3 Summum. Mod. 2014. 5 cilindri.   Automašīna Latvijā nav ek,https://i.ss.lv/gallery/4/776/193927/38785313.th2.jpg,/msg/lv/transport/cars/volvo/xc60/bpogxl.html
Mini,Mini Cooper S,2014,Benzīns,2.0,122,14500,Cooper S F56 BMW 2.0Turbo 3 durvju Eiropas modelis maksimālajā komplektā,https://i.ss.lv/gallery/4/640/159866/31973121.th2.jpg,/msg/lv/transport/cars/mini/coopers/bfjpfb.html
Audi,Audi Quattro,2002,Dīzelis,2.5,330,2190,Pārdodu jaudīgu 132kw audi quattro. Ta lidz gada beigam. Ritošajā nekas ,https://i.ss.lv/gallery/4/752/187996/37599056.th2.jpg,/msg/lv/transport/cars/audi/quattro/bdgox.html
Bmw,Bmw Z4,2003,Benzīns,2.5,234,6300,Pārdodam automašīnu BMW Z4.    Automašīnas papildaprīkojums: Stūres hidr,https://i.ss.lv/gallery/4/764/190889/38177651.th2.jpg,/msg/lv/transport/cars/bmw/z4/hjdck.html
Renault,Renault,2015,Benzīns,E,47,10900,"Renault Zoe electric 43kw , 4 двери , 5 мест , автомат , камера заднего ",https://i.ss.lv/gallery/4/776/193937/38787204.th2.jpg,/msg/lv/transport/cars/electric-cars/bmjbpc.html
Volvo,Volvo S80,2007,Dīzelis,2.4,294,4850,Pārdodam automašīnu Volvo S80.    Automašīnas papildaprīkojums: Stūres h,https://i.ss.lv/gallery/4/776/193886/38777194.th2.jpg,/msg/lv/transport/cars/volvo/s80/ecchl.html
Smart,Smart ForFour,2005,Dīzelis,1.5,240,2500,"Pārdošanā Smart Forfour, automāts, 1.5dīzelis ar vidējo patēriņu 4l uz 1",https://i.ss.lv/gallery/4/776/193865/38772837.th2.jpg,/msg/lv/transport/cars/smart/forfour/jgjkk.html
Volkswagen,Volkswagen Passat (B5),1999,Benzīns,1.8,205,1550,"Pārdošanā VW Passats 1.8 benzīns, labā tehniskā un vizuālā stāvoklī, eka",https://i.ss.lv/gallery/4/776/193866/38773138.th2.jpg,/msg/lv/transport/cars/volkswagen/passat-b5/ninbf.html
Audi,Audi A6,2005,Dīzelis,3.0,286,4350,Pārdodam automašīnu Audi A6 3.0Tdi Quattro.     Automašīnas papildaprīko,https://i.ss.lv/gallery/4/725/181213/36242558.th2.jpg,/msg/lv/transport/cars/audi/a6/dncbc.html
Volkswagen,Volkswagen Passat (B5),1999,Dīzelis,1.9,350,1800,"Продаю хорошую, надёжную машину. Есть некоторые визуальные дефекты. Стои",https://i.ss.lv/gallery/4/776/193940/38787991.th2.jpg,/msg/lv/transport/cars/volkswagen/passat-b5/nhkii.html
Bmw,Bmw 320,2006,Dīzelis,2.0,233,4150,Pārdodam automašīnu BMW 320D.     Automašīnas papildaprīkojums: Stūres h,https://i.ss.lv/gallery/4/739/184671/36934139.th2.jpg,/msg/lv/transport/cars/bmw/320/aifhi.html
Volvo,Volvo S60,2006,Dīzelis,2.4,301,2950,Pārdodam automašīnu Volvo S60.    Automašīnas papildaprīkojums: Stūres h,https://i.ss.lv/gallery/4/739/184671/36934174.th2.jpg,/msg/lv/transport/cars/volvo/s60/bichb.html
Renault,Renault Espace,2010,Dīzelis,2.0,346,3300,Pārdodam automašīnu Renault Espace.     Automašīnas papildaprīkojums: St,https://i.ss.lv/gallery/4/739/184672/36934358.th2.jpg,/msg/lv/transport/cars/renault/espace/hxxlx.html
Bmw,Bmw 320,2007,Dīzelis,2.0,249,4600,Pārdodam automašīnu BMW 320D.     Automašīnas papildaprīkojums: Stūres h,https://i.ss.lv/gallery/4/739/184672/36934219.th2.jpg,/msg/lv/transport/cars/bmw/320/bedcxd.html
Volvo,Volvo XC 70,2003,Dīzelis,2.4,419,2950,"Volvo Xc70 2.4D. , D5  Auto ar tikko izietu jaunu apskati. Visi nodokļi ",https://i.ss.lv/gallery/4/776/193814/38762784.th2.jpg,/msg/lv/transport/cars/volvo/xc70/bbpiel.html
Chrysler,Chrysler PT Cruiser,2001,Benzīns,2.0,241,650,"Chrysler PT Cruiser, 2001 gada, 2.0 benzīns.   Manuālā ātrumkārba.   Vis",https://i.ss.lv/gallery/4/775/193551/38710149.th2.jpg,/msg/lv/transport/cars/chrysler/pt-cruiser/bkimf.html
Mercedes,Mercedes C200,2007,Dīzelis,2.2,279,2550,"MB C200 , pirmā reģistrācija 26.03.2007.  Pēdējais modelis šajā izpildīj",https://i.ss.lv/gallery/4/753/188082/37616371.th2.jpg,/msg/lv/transport/cars/mercedes/c200/fnhch.html
Volvo,Volvo V70,2003,Benzīns,2.4,283,1590,Volvo V70 jauna TA . Tehniska apskate izieta bez aizrādijumiem.   2.4 be,https://i.ss.lv/gallery/4/764/190855/38170929.th2.jpg,/msg/lv/transport/cars/volvo/v70/fxlon.html
Toyota,Toyota Corolla Verso,2007,Dīzelis,2.2,235,3400,Pardot īpašnieks. Pirkta pie oficiālā dīlera Wess Motors. 7 vietas. Nepi,https://i.ss.lv/gallery/4/773/193232/38646386.th2.jpg,/msg/lv/transport/cars/toyota/corolla-verso/bbmlbl.html
Jeep,Jeep Grand Cherokee,2008,Dīzelis,3.0,278,5000,"Pārdošanā Jeep Grand Cherokee 3, 0d. 2987cm3, 160kw, 218zs, 2008gada.",https://i.ss.lv/gallery/4/770/192443/38488599.th2.jpg,/msg/lv/transport/cars/jeep/grand-cherokee/dlhep.html
Bmw,Bmw X3,2005,Dīzelis,2.0,372,5000,"Bmw X3 M-pakete. Pirkts jauns no salona Latvijā BMW centrā, viens saimni",https://i.ss.lv/gallery/4/776/193938/38787584.th2.jpg,/msg/lv/transport/cars/bmw/x3/bpmjco.html
Hyundai,Hyundai Tucson,2005,Dīzelis,2.0,206,2600,"Hyundai Tucson 2.0 Crd - 83kw - Apvidus, el. logu pacēlāji, el. reg. spo",https://i.ss.lv/gallery/4/776/193939/38787664.th2.jpg,/msg/lv/transport/cars/hyundai/tucson/cxxbil.html
Bmw,Bmw 318,2011,Benzīns,2.0,164,6290,"Pārdod melnu facelift 3 sēriju, pirkta un apkalpota inchcape BM auto, pā",https://i.ss.lv/gallery/4/776/193937/38787255.th2.jpg,/msg/lv/transport/cars/bmw/318/eeofi.html
Ford,Ford Focus,2015,Benzīns,1.6,197,6500,Pirkta jauna Latvijā.   Nav mocīts pilsētas satiksmē.   Apkopes tikai In,https://i.ss.lv/gallery/4/776/193938/38787535.th2.jpg,/msg/lv/transport/cars/ford/focus/aphgp.html
Volkswagen,Volkswagen Crafter,2017,Dīzelis,2.0,269,15350,"Pārdodu VW Crafter 35 Furgons LW, 2.0 Tdi 140z. no. (103 kW), 2017, liel",https://i.ss.lv/gallery/4/776/193935/38786966.th2.jpg,/msg/lv/transport/cars/volkswagen/crafter/bdkcpx.html
Alfa romeo,Alfa romeo 159,2006,Dīzelis,1.9,230,4000,"Pārdod Alfa romeo 159, 1.9D, 88kw. pilns serviss veikts. daudz kas ir iz",https://i.ss.lv/gallery/4/776/193938/38787406.th2.jpg,/msg/lv/transport/cars/alfa-romeo/159/bixdch.html
Audi,Audi Q7,2010,Dīzelis,3.0,253,12000,"Audi Q7 S-line. Pirmā reģistrācija 11.2009 (restyling modelis), 3, 0 dīz",https://i.ss.lv/gallery/4/705/176236/35247154.th2.jpg,/msg/lv/transport/cars/audi/q7/bfmmn.html
Bmw,Bmw X5,2002,Dīzelis,3.0,298,4700,"BMW X5, labā stāvoklī, nav rūsējis. Sporta piekare, melni griesti, melns",https://i.ss.lv/gallery/4/765/191234/38246706.th2.jpg,/msg/lv/transport/cars/bmw/x5/bjicjx.html
Toyota,Toyota Avensis,2013,Dīzelis,2.0,233,6900,"Feislifta modelis, ādas salons, jaunas ziemas riepas, nesen veikta apkop",https://i.ss.lv/gallery/4/724/180915/36182820.th2.jpg,/msg/lv/transport/cars/toyota/avensis/bxdkk.html
Skoda,Skoda Octavia,2012,Dīzelis,1.6,306,3800,Tikko izieta jauna tehniskā apskate. Vasaras un ziemas disku riepu kompl,https://i.ss.lv/gallery/4/774/193340/38667918.th2.jpg,/msg/lv/transport/cars/skoda/octavia/dcgol.html
Volkswagen,Volkswagen Touran,2004,Dīzelis,2.0,311,2190,Tikko no Vācijas 2.0Tdi 136Ps   ekspluatācijas nodoklis par 2021 gadu no,https://i.ss.lv/gallery/4/776/193934/38786677.th2.jpg,/msg/lv/transport/cars/volkswagen/touran/bejgmi.html
Opel,Opel Astra,2013,Dīzelis,2.0,120,6700,"Teicamā stāvoklī, no Vācijas, 121kw-165z/s motora jauda, oriģināls noskr",https://i.ss.lv/gallery/4/776/193936/38787059.th2.jpg,/msg/lv/transport/cars/opel/astra/anmdb.html
Bmw,Bmw 525,2007,Dīzelis,3.0,354,3649,"BMW 525D, 3.0D 145Kw  Tiko importēts, reāls nobraukums.     Multifunkcio",https://i.ss.lv/gallery/4/738/184434/36886728.th2.jpg,/msg/lv/transport/cars/bmw/525/cfgoj.html
Volvo,Volvo V70,2003,Benzīns,2.4,231,2990,"Volvo V70 2.4 benzīns/gāze, 103 kW, manuāla ātrumkārba.   - Automašīnu p",https://i.ss.lv/gallery/4/776/193928/38785449.th2.jpg,/msg/lv/transport/cars/volvo/v70/bhhnb.html
Volvo,Volvo S60,2011,Dīzelis,1.6,270,6500,Pārdod labu un koptu Volvo S60.,https://i.ss.lv/gallery/4/737/184238/36847575.th2.jpg,/msg/lv/transport/cars/volvo/s60/bieglx.html
Volkswagen,Volkswagen Crafter,2015,Dīzelis,2.0,127,7500,Volkswagen Crafter Kasten 109Crd 6G    Cena ar Pvn  Pilna masa 3500kg   ,https://i.ss.lv/gallery/4/775/193578/38715554.th2.jpg,/msg/lv/transport/cars/volkswagen/crafter/bdeddb.html
Hyundai,Hyundai i30,2019,Benzīns,1.4,4,15650,Skandi Motors Liepāja piedāvā    Hyundai I30     Izlaiduma gads: 2019  D,https://i.ss.lv/gallery/4/755/188542/37708326.th2.jpg,/msg/lv/transport/cars/hyundai/i30/bbikkk.html
Citroen,Citroen C5,2004,Dīzelis,2.2,307,800,"Nesteidzīgi tirgo Citroen C5. Automašīna labā tehniskā stāvoklī, bet ir ",https://i.ss.lv/gallery/4/745/186244/37248602.th2.jpg,/msg/lv/transport/cars/citroen/c5/fcxlp.html
Opel,Opel Astra,2006,Benzīns,1.6,106,3550,"Opel Astra cabriolet 1.6i, 77kw, servisa gramata, 100% orig. nobraukums,",https://i.ss.lv/gallery/4/776/193798/38759456.th2.jpg,/msg/lv/transport/cars/opel/astra/ehfed.html
Hyundai,Hyundai Kona,2020,Benzīns,1.6,900,18950,Skandi Motors Liepāja piedāvā    Hyundai Kona  Aprīkojuma līmenis: Comfo,https://i.ss.lv/gallery/4/770/192441/38488086.th2.jpg,/msg/lv/transport/cars/hyundai/kona/cxlokh.html
Volkswagen,Volkswagen Scirocco,2011,Dīzelis,2.0,267,7400,"2.0Tdi 125Kw Automāts. Auto tikko ievests, ir vissa servisa vēsture, jau",https://i.ss.lv/gallery/4/757/189219/37843653.th2.jpg,/msg/lv/transport/cars/volkswagen/scirocco/bgodo.html
Bmw,Bmw 530,2007,Dīzelis,3.0,290,7600,"Продаю или меняю на F13 640d.   Владею машиной два года, есть история об",https://i.ss.lv/gallery/4/706/176391/35278042.th2.jpg,/msg/lv/transport/cars/bmw/530/dnodo.html
Toyota,Toyota Yaris,2005,Benzīns,1.0,247,1550,Auto ir labā tehnikā un vizuāla stāvoklī. Jaudīgs ar nelielu degvielas p,https://i.ss.lv/gallery/4/776/193936/38787161.th2.jpg,/msg/lv/transport/cars/toyota/yaris/dhnki.html
Audi,Audi A6,2013,Benzīns,3.0,132,12300,S6 bagāta komplektācijā 320 Zirgspēku. Bose. Full Led matrix.   Izskatiš,https://i.ss.lv/gallery/4/732/182950/36589972.th2.jpg,/msg/lv/transport/cars/audi/a6/bdenn.html
Volkswagen,Volkswagen Sharan,2001,Benzīns,1.8,246,1950,VW Sharan 1.8 T  бензин/газ  автоматическая коробка передач - работает о,https://i.ss.lv/gallery/4/769/192115/38422866.th2.jpg,/msg/lv/transport/cars/volkswagen/sharan/bbjnk.html
Opel,Opel Mokka,2014,Benzīns,1.6,140,7500,"Auto iegādāts 2014. gadā. Viens īpašnieks, auto izmantots pārsvarā brīvi",https://i.ss.lv/gallery/4/768/191800/38359834.th2.jpg,/msg/lv/transport/cars/opel/mokka/bpxclx.html
Renault,Renault Laguna,2008,Dīzelis,2.0,352,2400,"Pārdod renault laguna, universāls, 2.0 dīzelis, automātiskā kārba, 2008 ",https://i.ss.lv/gallery/4/751/187736/37547058.th2.jpg,/msg/lv/transport/cars/renault/laguna/icggd.html
Audi,Audi A4,2001,Dīzelis,1.9,311,2250,Pārdod audi a4 1.9tdi (85kw). Auto laba tehniska un vizuālā stāvokli. Pā,https://i.ss.lv/gallery/4/776/193936/38787035.th2.jpg,/msg/lv/transport/cars/audi/a4/behegn.html
Opel,Opel Zafira,2003,Dīzelis,2.0,323,1450,"Pārdodu Opel Zafiru 2.0 Dīzelis 74 Kw, Jauna Tehniskā Apskate, Divas Ats",https://i.ss.lv/gallery/4/776/193935/38786999.th2.jpg,/msg/lv/transport/cars/opel/zafira/bkixpc.html
Opel,Opel Zafira,2002,Benzīns,1.6,279,1170,"Opel Zafira 1.6i 74 kW (101 Ps)  Возможен обмен.   Maskavas iela 451 A, ",https://i.ss.lv/gallery/4/776/193932/38786323.th2.jpg,/msg/lv/transport/cars/opel/zafira/fiogk.html
Bmw,Bmw X5,2015,Dīzelis,3.0,76,31900,BMW X5 xDrive30d ar 3.0 Dīzeļa dzinēju un Automātisko ātrumkārbu- 259 Z/,https://i.ss.lv/gallery/4/776/193934/38786775.th2.jpg,/msg/lv/transport/cars/bmw/x5/bkbefc.html
Volvo,Volvo S60,2020,Benzīns,2.0,10,42990,Volvo oficiālais dīleris Latvijā Mūsa Motors Rīga SIA piedāvā iegādāties,https://i.ss.lv/gallery/4/751/187708/37541450.th2.jpg,/msg/lv/transport/cars/volvo/s60/bfkmx.html
Bmw,Bmw 316,2004,Benzīns,1.8,198,1990,"Face lift, Navigācija, nomaksāti nodokļi līdz šim brīdim, skaists salons",https://i.ss.lv/gallery/4/776/193934/38786799.th2.jpg,/msg/lv/transport/cars/bmw/316/bcokp.html
Volkswagen,Volkswagen Tiguan,2011,Benzīns,2.0,214,8300,VW Tiguan 2.0 Tsi 170zs 4Motion(Awd) Dsg benzīns.   Auto jauns iegādāts ,https://i.ss.lv/gallery/4/767/191572/38314277.th2.jpg,/msg/lv/transport/cars/volkswagen/tiguan/bpegec.html
Ford,Ford S-Max,2010,Dīzelis,2.0,225,5790,Pārdodu Ford S-Max 2.0 Tdci. Tikko atvesta. Oriģinālais noskrejiens 2240,https://i.ss.lv/gallery/4/747/186519/37303723.th2.jpg,/msg/lv/transport/cars/ford/s-max/cxhijp.html
Bmw,Bmw 530,2003,Dīzelis,3.0,315,2950,"Pārdodas labs BMW , jo tiku pie jauna auto.",https://i.ss.lv/gallery/4/762/190339/38067740.th2.jpg,/msg/lv/transport/cars/bmw/530/cbmgp.html
Ford,Ford Galaxy,2011,Dīzelis,2.0,157,6650,Pārdodu Ford Galaxy 2.0 Tdci 103 kw. Oriģinālais noskrējiens 156000Km. Ļ,https://i.ss.lv/gallery/4/737/184153/36830518.th2.jpg,/msg/lv/transport/cars/ford/galaxy/hdgxf.html
Volvo,Volvo V60,2020,Benzīns,2.0,10,39990,Volvo oficiālais dīleris Latvijā Mūsa Motors Rīga SIA piedāvā iegādāties,https://i.ss.lv/gallery/4/768/191758/38351572.th2.jpg,/msg/lv/transport/cars/volvo/v60/bphjcn.html
Volkswagen,Volkswagen Golf 5,2007,Dīzelis,1.9,283,3790,Volkswagen Golf 1.9l dīzelis. 77kw  E-veikals strādā katru dienu no 09:0,https://i.ss.lv/gallery/4/776/193933/38786453.th2.jpg,/msg/lv/transport/cars/volkswagen/golf-5/bdxkcp.html
Renault,Renault Master,2018,Dīzelis,2.3,228,14900,"Pārdod Renault Master L4H2, 2018. gada, aprīlis 2.3l dīzelis, 107 Kw (14",https://i.ss.lv/gallery/4/776/193934/38786763.th2.jpg,/msg/lv/transport/cars/renault/master/bjgxjo.html
Mazda,Mazda Mazda3,2004,Benzīns,1.6,137,2290,Mazda 3 1.6l dīzelis. 77kw  E-veikals strādā katru dienu no 09:00-18:00 ,https://i.ss.lv/gallery/4/776/193921/38784034.th2.jpg,/msg/lv/transport/cars/mazda/mazda3/aajog.html
